2, 13, 14, 20
1, 3, 11
2, 4
3, 5
4, 6
5, 7, 8, 10
6
6, 9
8, 10
6, 9, 11
2, 10, 12
11, 13, 22
1, 12
1, 15
14, 16
15, 17, 27
16, 18, 30
17, 19
18, 20, 21
1, 19
19, 22, 23, 31
12, 21
21, 24
23, 25, 29
24, 26
25, 27, 29
26, 16
27,
24, 30
17, 29, 31
